name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
Khamoshi: The Musical,,160 min,"Drama, Musical, Romance",7.5,,Sanjay Leela Bhansali,Manisha Koirala,Nana Patekar,Salman Khan
Khamoshiyan,,122 min,"Drama, Horror, Romance",4.0,,Karan Darra,Gurmeet Choudhary,Ali Fazal,Sapna Pabbi
Khan kluay,,79 min,"Animation, Adventure, Family",5.9,,Kompin Kemgumnird,Tod Polson,Akshay Kumar,Anyarit Pitakkul
Khandaan,,171 min,"Drama, Family",6.2,14.0,Shaukat Hussain Rizvi,Noor Jehan,Pran,Ghulam Mohammed
Khandaan,,130 min,"Drama, Romance",6.5,19.0,Anil Ganguly,Jeetendra,Sulakshana Pandit,Bindiya Goswami
Khandaani Shafakhana,,136 min,"Comedy, Drama",4.0,,Shilpi Dasgupta,Sonakshi Sinha,Badshah,Varun Sharma
Khandan,,158 min,"Drama, Musical",6.9,145.0,A. Bhimsingh,Sunil Dutt,Nutan,Pran
Khandhar,,106 min,Drama,7.2,242.0,Mrinal Sen,Shabana Azmi,Annu Kapoor,Pankaj Kapur
Khanjar,,134 min,Thriller,5.8,16.0,Atma Ram,Navin Nischol,Reena Roy,Amjad Khan
Khanjar,,,Action,3.2,60.0,Deepak Bahry,Chander Sharma,Sunil Shetty,Tabu
Khanna & Iyer,,103 min,Comedy,5.1,49.0,Hemant Hegde,Sarvar Ahuja,Aditi Sharma,Arun Bakshi
Khap,,125 min,"Drama, Thriller",5.0,104.0,Ajai Sinha,Rahul Jaiswal,Raj Arjun,Mohnish Bahl
Khargosh,,94 min,Drama,7.7,24.0,Paresh Kamdar,,,
Khatarnaak,,223 min,"Action, Crime, Drama",5.2,82.0,Bharat Rangachary,Sanjay Dutt,Anita Raj,Farha Naaz
Khatra,,,"Horror, Thriller",2.8,6.0,H.N. Singh,Manik Irani,Goga Kapoor,Huma Khan
Khatron Ke Khiladi,,156 min,"Action, Drama",4.8,181.0,Rama Rao Tatineni,Dharmendra,Sanjay Dutt,Chunky Panday
Khatron Ke Khiladi,,,Action,3.6,12.0,Imran Khalid,Ishrat Ali,Raj Babbar,Sudesh Berry
Khatta Meetha,,128 min,"Comedy, Drama",7.5,862.0,Basu Chatterjee,Ashok Kumar,Rakesh Roshan,Bindiya Goswami
Khatta Meetha,,157 min,"Comedy, Crime, Drama",5.7,,Priyadarshan,Akshay Kumar,Trisha Krishnan,Kulbhushan Kharbanda
Khauff,,124 min,"Action, Crime, Drama",4.4,361.0,Sanjay Gupta,Sanjay Dutt,Manisha Koirala,Sharad S. Kapoor
Khayal Gatha,,103 min,"Drama, Music",6.6,34.0,Kumar Shahani,Mangal Dhillon,Rajat Kapoor,Mita Vashisht
Khazana,,,"Action, Crime, Drama",5.1,27.0,Harmesh Malhotra,Randhir Kapoor,Rekha,Bindu
Khazanchi,,51 min,Romance,5.8,12.0,Prem Narayan Arora,Shyama,Balraj Sahni,Chitra
Khazanchi,,171 min,Mystery,7.0,26.0,Moti B. Gidwani,M. Ismail,Ramola,Manorama
Khejdi,,92 min,Drama,8.1,27.0,Rohit Dwivedi,Priyanka Agarwal,Sahil Bhati,Bertwin Ravi Dsouza
Khel,,152 min,"Comedy, Drama, Romance",6.4,541.0,Rakesh Roshan,Aparajita,Prem Chopra,Madhuri Dixit
Khel,,,Drama,7.8,11.0,S.M. Nawab,Dev Anand,Anwar,Hafiz Jehan
Khel,,174 min,"Action, Crime, Drama",4.0,467.0,Yusuf Khan,Sunny Deol,Sunil Shetty,Ajay Jadeja
Khel Khel Mein,,139 min,"Comedy, Mystery, Romance",7.5,367.0,Ravi Tandon,Rishi Kapoor,Neetu Singh,Rakesh Roshan
Khel Khilari Ka,,90 min,"Action, Thriller",6.2,49.0,Arjun Hingorani,Dharmendra,Shabana Azmi,Dhruv
Khel Mohabbat Ka,,,Romance,6.2,13.0,Satish Duggal,Farooq Shaikh,Poonam Dhillon,Shakti Kapoor
Khel Toh Ab Shuru Hoga,,130 min,"Action, Thriller",5.2,10.0,Kunal v Singh,Ruslaan Mumtaz,Devshi Khanduri,Rohit Pathak
Khela,,97 min,"Comedy, Drama",7.2,222.0,Rituparno Ghosh,Haradhan Bannerjee,Manish Bhattacharya,Satbol Bhattacharya
Khelein Hum Jee Jaan Sey,,168 min,"Action, Drama, History",5.8,,Ashutosh Gowariker,Abhishek Bachchan,Deepika Padukone,Sikandar Kher
Khichdi: The Movie,,120 min,"Comedy, Family",7.2,,Aatish Kapadia,Anang Desai,Supriya Pathak,Rajeev Mehta
Khilaaf,,,"Action, Comedy, Crime",5.3,76.0,Rajeev Nagpal,Mahesh Anand,Dina Pathak,Om Shivpuri
Khiladi,,157 min,"Action, Mystery, Romance",7.2,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Ayesha Jhulka
Khiladi 420,,157 min,"Action, Romance, Thriller",5.2,,Neeraj Vora,Akshay Kumar,Mahima Chaudhry,Antara Mali
Khiladi 786,,141 min,"Action, Comedy",4.3,,Ashish R. Mohan,Akshay Kumar,Asin Thottumkal,Himesh Reshammiya
Khiladi No 1,,,Action,6.6,19.0,Kodanda Rami Reddy A.,Chiranjeevi,Amrish Puri,Radha
Khiladiyon Ka Khiladi,,162 min,"Action, Crime, Drama",6.0,,Umesh Mehra,Akshay Kumar,Rekha,Raveena Tandon
Khilari,,138 min,"Action, Sci-Fi",6.8,19.0,Homi Wadia,Fearless Nadia,Dilip Raj,Uma
Khilona,,,"Drama, Romance",6.2,28.0,Deepak Pawar,Aditya Pancholi,Shakti Kapoor,Mohan Joshi
Khilona,,160 min,"Drama, Musical, Romance",7.2,327.0,Chander Vohra,Sanjeev Kumar,Mumtaz,Durga Khote
Khilona Bana Khalnayak,,,"Comedy, Horror",6.7,166.0,Mahesh Kothare,Kishori Ambiye,Laxmikant Berde,Ravindra Berde
Khofnak Mahal,,,Horror,2.5,11.0,Sushil Vyas,Brijesh,Javed Khan,Pramod Moutho
Khoj,,,Action,5.5,6.0,Jugal Kishore,Deepak Kumar,Farida Jalal,Shatrughan Sinha
Khoj,,113 min,"Mystery, Thriller",7.1,272.0,Keshu Ramsay,Rishi Kapoor,Naseeruddin Shah,Kimi Katkar
Khoj,,116 min,"Crime, Mystery, Thriller",6.8,449.0,Arka Ganguly,Vikram Chatterjee,Shataf Figar,Poonam Gurung
Khokababu,,158 min,"Comedy, Romance",5.1,221.0,Shankaraiya,Ferdous Ahmed,Biswajit Chakraborty,Biplab Chatterjee
Khol De Meri Zuban,,,"Comedy, Drama",5.1,18.0,Dada Kondke,Dinesh Hingoo,Viju Khote,Dada Kondke
Khoobsurat,,153 min,"Action, Comedy, Romance",5.3,758.0,Sanjay Chhel,Sanjay Dutt,Urmila Matondkar,Om Puri
Khoobsurat,,130 min,"Comedy, Romance",6.4,,Shashanka Ghosh,Sonam Kapoor,Fawad Khan,Ratna Pathak Shah
Khoon Aur Paani,,141 min,"Action, Drama",5.7,34.0,Chand,Feroz Khan,Jeetendra,Rekha
Khoon aur Sazaa,,,Action,7.2,5.0,Hari Prasad Reddy,Seema Deo,Dilip Dhawan,Kalpana Iyer
Khoon Bhari Maang,,172 min,"Drama, Thriller, Action",6.6,,Rakesh Roshan,Rekha,Kabir Bedi,Sonu Walia
Khoon Ka Badla Khoon,,,"Action, Thriller",6.3,11.0,Kalpataru,Vinod Khanna,Mahendra Sandhu,Asha Sachdev
Khoon Ka Karz,,151 min,"Action, Crime, Drama",4.8,84.0,Mukul Anand,Vinod Khanna,Dimple Kapadia,Rajinikanth
Khoon Ka Rishta,,117 min,Action,4.1,7.0,Samir Ganguly,Jeetendra,Neetu Singh,Amjad Khan
Khoon Kharaba,,,Action,5.5,6.0,Deepak Bahry,Vinod Mehra,Bindiya Goswami,Master Bhagwan
Khoon Khoon,,,"Crime, Mystery, Thriller",5.2,31.0,Mohammed Hussain,Mahendra Sandhu,Danny Denzongpa,Jagdeep
Khoon Ki Keemat,,126 min,"Action, Thriller",6.1,9.0,Shibu Mitra,Mahendra Sandhu,Neelam Mehra,Roopesh Kumar
Khoon Ki Pukaar,,,"Action, Drama, Musical",5.7,18.0,Ramesh Ahuja,Vinod Khanna,Shabana Azmi,Aruna Irani
Khoon Ki Pyasi,,117 min,Horror,2.7,21.0,K.C. Handra,Rita Bhaduri,Ramesh Goyal,Javed Khan
Khoon Pasina,,210 min,"Action, Drama",6.2,357.0,Rakesh Kumar,Amitabh Bachchan,Vinod Khanna,Rekha
Khooni Ilaaka: The Prohibited Area,,87 min,Horror,5.6,21.0,Jitendra Chawda,Kishore Anand Bhanushali,Arif Khan,Anil Nagrath
Khooni Insaan,,,Thriller,3.9,8.0,Priyadarshan,Mohanlal,Renjini,Nedumudi Venu
Khooni Kaala Jadu,,,Horror,5.9,11.0,R. Mittal,Birbal,Jr. Shah Rukh Khan,Mehnaj
Khooni Mahal,,,Horror,5.8,36.0,Mohan Bhakri,Raj Kiran,Shoma Anand,Javed Khan
Khooni Murdaa,,127 min,Horror,4.1,39.0,Mohan Bhakri,Deepak Parashar,Javed Khan,Sripradha
Khooni Panja,,130 min,Horror,5.5,41.0,Vinod Talwar,Anil Dhawan,Jagdeep,Javed Khan
Khooni Raat,,,Horror,5.2,26.0,Beena Banerjee,Saahil Chadha,Huma Khan,Javed Khan
Khopdi: The Skull,,97 min,Horror,2.8,8.0,Ramesh U. Lakhiani,Rajesh Bakshi,Shakti Kapoor,Sapna Sappu
Khosla Ka Ghosla!,,135 min,"Comedy, Crime, Drama",8.3,,Dibakar Banerjee,Anupam Kher,Boman Irani,Parvin Dabas
Khota Paisa,,145 min,Drama,4.7,7.0,M. Sadiq,Johnny Walker,Shyama,Jeevan
Khote Sikkay,,132 min,"Action, Crime, Drama",6.2,109.0,Narendra Bedi,Feroz Khan,Rehana Sultan,Danny Denzongpa
Khote Sikkey,,,Crime,4.7,15.0,Partho Ghosh,Ayub Khan,Madhoo,Atul Agnihotri
Khoya,,82 min,Drama,7.5,77.0,Sami Khan,Rupak Ginn,Ravi Khanvilkar,Stephen McHattie
Khoya Khoya Chand,,131 min,"Drama, Romance",6.3,527.0,Sudhir Mishra,Shiney Ahuja,Soha Ali Khan,Rajat Kapoor
Khubsoorat,,126 min,"Comedy, Drama, Family",7.6,,Hrishikesh Mukherjee,Ashok Kumar,Rekha,Rakesh Roshan
Khuda Gawah,,193 min,"Action, Adventure, Drama",6.5,,Mukul Anand,Amitabh Bachchan,Sridevi,Nagarjuna Akkineni
Khuda Haafiz,,133 min,"Action, Adventure, Drama",7.4,,Faruk Kabir,Vidyut Jammwal,Shivaleeka Oberoi,Annu Kapoor
Khuda Hafiz,,91 min,Drama,8.1,27.0,Kidar Nath Sharma,Ratna Bhooshan,Shibana Dutta,Urmila Matondkar
Khuda Kasam,,,"Drama, Family, Romance",5.5,31.0,Lekh Tandon,Vinod Khanna,Tina Ambani,Ajit
Khuda Kasam,,160 min,"Action, Crime, Drama",3.2,100.0,K.C. Bokadia,Sunny Deol,Tabu,Beena Banerjee
Khudai,,,Drama,5.9,23.0,Johny Bakshi,Rajesh Khanna,Madhavi,Deepika Chikhalia
Khud-Daar,,169 min,"Action, Drama",6.9,365.0,Ravi Tandon,Sanjeev Kumar,Amitabh Bachchan,Vinod Mehra
Khuddar,,167 min,"Action, Drama, Thriller",5.1,330.0,Iqbal Durrani,Govinda,Karisma Kapoor,Shakti Kapoor
Khudgarz,,158 min,Drama,5.8,293.0,Rakesh Roshan,Jeetendra,Shatrughan Sinha,Bhanupriya
Khufia Mahal,,140 min,"Adventure, Comedy, Drama",5.8,9.0,Aakkoo,Paidi Jairaj,Chitra,Mohan Sherry
Khul Ja Sim Sim,,,Action,5.6,5.0,Helen,Hiralal,Krishna Kumari,Mahipal
Khule-Aam,,155 min,Action,5.8,17.0,Arun Dutt,Dharmendra,Shammi Kapoor,Neelam Kothari
Khuli Khidki,,,Crime,3.5,13.0,P. Chandrakumar,Abhilasha,Arjun,Gajendra Chauhan
Khullam Khulla Pyaar Karen,,155 min,Comedy,4.1,320.0,Harmesh Malhotra,Govinda,Preity Zinta,Prem Chopra
Khushboo,,132 min,"Drama, Romance",7.1,254.0,Gulzar,Jeetendra,Hema Malini,Durga Khote
Khushboo: The Fragraance of Love,,,"Comedy, Drama, Romance",3.7,23.0,Rajesh Ram Singh,Rishi Rehan,Avantika,Thomas Tevana
Khushi,,161 min,"Action, Comedy, Drama",4.4,,S.J. Suryah,Sunil Kumar Agrawal,Fardeen Khan,Kareena Kapoor
Khwaab,,120 min,Drama,4.6,7.0,Azhar Hussain,Manisha Koirala,Gulshan Grover,Anupam Kher
Khwaabb,,90 min,"Drama, Romance, Sport",5.5,68.0,Zaid Ali Khan,Simer Motiani,Navdip Singh,Bajrangbali Singh
Khwab,,115 min,"Crime, Drama, Romance",5.9,27.0,Shakti Samanta,Yogeeta Bali,Birbal,Mithun Chakraborty
Khwab Sare Jhootey,,100 min,Drama,7.8,8.0,Deepak Baldev,Ajay Gautam,Harsh Kumar,Madhu Narayan
Khwahish,,152 min,"Drama, Romance, Musical",4.1,197.0,Govind Menon,Himanshu Malik,Mallika Sherawat,Shivaji Satam
Ki & Ka,,126 min,"Comedy, Romance",5.8,,R. Balki,Amitabh Bachchan,Arjun Kapoor,Kareena Kapoor
Kick,,146 min,"Action, Comedy, Crime",5.3,,Sajid Nadiadwala,Salman Khan,Jacqueline Fernandez,Nawazuddin Siddiqui
Kid Krrish,,69 min,Animation,7.6,22.0,Sooraj M.K.,,,
Kid Krrish 2 - Mission Bhutan,,64 min,Animation,6.8,14.0,Indra Narayan Datta,,,
Kid Krrish 3 - Mystery in Mongolia,,,Animation,7.8,6.0,Deepak Nair,,,
Kid Krrish 4 - Shakalaka Africa,,,Animation,7.6,9.0,Deepak Naidu,,,
Kidnap,,135 min,"Action, Crime, Drama",4.6,,Sanjay Gadhvi,Sanjay Dutt,Imran Khan,Minissha Lamba
Kill Dil,,127 min,"Action, Comedy, Drama",4.3,,Shaad Ali,Ranveer Singh,Ali Zafar,Parineeti Chopra
Killer,,160 min,"Action, Crime, Drama",6.3,124.0,Fazil,Nagarjuna Akkineni,Nagma,Sharada
Kinara,,139 min,"Drama, Romance",6.7,118.0,Gulzar,Jeetendra,Hema Malini,Dharmendra
Kinare Kinare,,111 min,"Drama, Romance",7.1,46.0,Chetan Anand,Dev Anand,Meena Kumari,Chetan Anand
King,,157 min,Action,6.1,91.0,Nassar,Sneha,Vikram,
King Kong,,142 min,"Action, Adventure, Comedy",6.3,38.0,Babubhai Mistry,Kumkum,Dara Singh,Chandrashekhar
King Uncle,,171 min,"Comedy, Drama, Family",5.1,,Rakesh Roshan,Jackie Shroff,Shah Rukh Khan,Nagma
Kings of The Wind & Electric Queens,,56 min,"Documentary, Western",6.2,16.0,Cédric Dupire,Gaspard Kuentz,,
"Kiran Bedi: Yes Madam, Sir",,95 min,Documentary,7.6,109.0,Megan Doneman,Kiran Bedi,Helen Mirren,
Kirayadar,,146 min,"Comedy, Drama",6.3,79.0,Basu Chatterjee,Raj Babbar,Padmini Kolhapure,Utpal Dutt
Kirket,,132 min,"Drama, Sport",7.5,270.0,Yogendra Singh,Kirti Azad,Sonam Chhabra,Sonu Jha
Kis Kaam Ke Yeh Rishte,,,Family,5.7,6.0,B.R. Ishara,Rajesh Khanna,Swapna,Shafi Inamdar
Kis Kis Ki Kismat,,142 min,"Comedy, Drama, Romance",2.5,140.0,Govind Menon,Mallika Sherawat,Rati Agnihotri,Kurush Deboo
Kis Kisko Pyaar Karoon,,133 min,"Comedy, Romance",5.7,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Kapil Sharma,Simran Kaur Mundi
Kis Kiss Ka Kissa,,84 min,Drama,5.6,12.0,Sameer Patil,Manav Gohil,Asawari Joshi,Sandeep Kulkarni
Kisaan,,100 min,"Action, Crime, Drama",5.3,286.0,Puneet Sira,Jackie Shroff,Sohail Khan,Arbaaz Khan
Kisan Aur Bhagwan,,142 min,"Action, Comedy, Drama",6.1,15.0,Chandrakant,Dara Singh,Feroz Khan,Yogeeta Bali
Kisan Kanya,,137 min,Drama,6.3,12.0,Moti B. Gidwani,Padmadevi,Jillo,Ghulam Mohammed
Kishen Kanhaiya,,160 min,"Action, Comedy, Drama",5.9,618.0,Rakesh Roshan,Vikas Anand,Bindu,Madhuri Dixit
Kismat,,,"Action, Adventure, Crime",5.9,39.0,Manmohan Desai,Biswajit Chatterjee,Babita Kapoor,Helen
Kismat,,149 min,"Musical, Family, Drama",5.1,70.0,Harmesh Malhotra,Rakhee Gulzar,Govinda,Mamta Kulkarni
Kismat,,143 min,"Action, Drama",3.7,451.0,Guddu Dhanoa,Bobby Deol,Priyanka Chopra Jonas,Kabir Bedi
Kismat Konnection,,153 min,"Comedy, Drama, Romance",5.2,,Aziz Mirza,Shahid Kapoor,Vidya Balan,Vishal Malhotra
Kisme Kitna Hai Dum,,,Action,5.2,6.0,Mahendra Sandhu,Sadashiv Amrapurkar,Danny Denzongpa,Dan Dhanoa
Kismet,,143 min,Drama,7.4,93.0,Gyan Mukherjee,Ashok Kumar,Mumtaz Shanti,Shah Nawaz
Kismet,,,"Action, Family, Musical",4.9,17.0,Bhisham Kohli,Mithun Chakraborty,Ranjeeta Kaur,Shakti Kapoor
Kismet Ka Khel,,137 min,"Action, Crime, Drama",6.1,10.0,Kishore Sahu,Sunil Dutt,Vyjayanthimala,Begum Para
Kismet Love Paisa Dilli,,129 min,"Adventure, Comedy, Crime",4.2,557.0,Sanjay M. Khanduri,Vivek Oberoi,Mallika Sherawat,Neha Dhupia
Kismetwala,,90 min,"Action, Drama",4.2,8.0,S.D. Narang,Mithun Chakraborty,Prem Chopra,Mohan Choti
Kisna: The Warrior Poet,,171 min,"Drama, Musical, Romance",4.5,,Subhash Ghai,Vivek Oberoi,Isha Sharvani,Antonia Bernath
Kiss Kis Ko,,119 min,Musical,4.6,20.0,Sharad Sharan,Chaitanya Bhosle,Sherrin Varghese,Bhumika Puri
Kissaa Kursee Kaa,,142 min,Drama,7.1,128.0,Amrit Nahata,Shabana Azmi,Raj Babbar,Chaman Bagga
Kisse Pyaar Karoon?,,123 min,"Action, Comedy, Crime",3.3,131.0,Ajay Chandhok,Arshad Warsi,Aashish Chaudhary,Yash Tonk
Kissebaaz,,122 min,"Action, Comedy, Crime",4.6,224.0,Annant Jaaitpaal,Pankaj Tripathi,Rahul Bagga,Anupriya Goenka
Kissi Se Na Kehna,,140 min,"Comedy, Romance",7.4,603.0,Hrishikesh Mukherjee,Farooq Shaikh,Deepti Naval,Utpal Dutt
Kitaab,,124 min,Drama,7.4,197.0,Gulzar,Uttam Kumar,Vidya Sinha,Shreeram Lagoo
Kites,,123 min,"Action, Drama, Romance",6.1,,Anurag Basu,Hrithik Roshan,Kabir Bedi,Bárbara Mori
Kitna Badal Gaya Insaan,,,"Drama, Family",6.0,6.0,I.S. Johar,Ajit,Nalini Jaywant,I.S. Johar
Kitne Door... Kitne Paas,,146 min,"Comedy, Romance",4.5,299.0,Mehul Kumar,Fardeen Khan,Amrita Arora,Satish Shah
Kizhakku Kadarkarai Salai,,,"Action, Crime, Drama",2.7,19.0,S.S. Stanley,Srikanth,Bhavana,Selvaraj
"Knock Knock, I'm Looking to Marry",,100 min,Comedy,5.5,32.0,Anita Udeep,Suhaas Ahuja,Radhi,
Knock Out,,117 min,"Action, Crime, Drama",6.0,,Mani Shankar,Sanjay Dutt,Irrfan Khan,Kangana Ranaut
Ko: Yad,,90 min,Drama,7.9,13.0,Manju Borah,,,
Kodiparakkudu,,143 min,nan,5.8,102.0,Bharathiraja,A.R.S.,Amala Akkineni,Bhagya
Kohinoor,,151 min,"Action, Adventure, Comedy",6.8,150.0,S.U. Sunny,Dilip Kumar,Meena Kumari,Azim
Kohra,,173 min,"Mystery, Thriller",4.5,25.0,Partho Ghosh,Arman Kohli,Ayesha Jhulka,Pran
Kohraa,,153 min,"Drama, Musical, Mystery",6.7,134.0,Biren Nag,Biswajit Chatterjee,Waheeda Rehman,Lalita Pawar
Kohraam,,135 min,Action,5.5,26.0,Kuku Kohli,Sadashiv Amrapurkar,Mahesh Anand,Brahmachari
Kohram,,150 min,"Action, Comedy, Drama",5.4,603.0,Mehul Kumar,Amitabh Bachchan,Nana Patekar,Tabu
Koi Aap Sa: But Lovers Have to Be Friends,,142 min,"Comedy, Drama, Romance",5.2,232.0,Partho Mitra,Aftab Shivdasani,Anita Hassanandani Reddy,Dipannita Sharma
Koi Hai,,102 min,"Drama, Horror",2.4,9.0,Rajiv S. Ruia,Aman Verma,Shweta Menon,Rinku Ghosh
Koi Jaane Na,,141 min,Thriller,3.5,514.0,Amin Hajee,Kunal Kapoor,Amyra Dastur,Elli Avrram
Koi Jeeta Koi Haara,,124 min,"Drama, Romance",7.9,16.0,Samir Ganguly,Shashi Kapoor,Saira Banu,Farida Jalal
Koi Kisise Kum Nahin,,,"Crime, Drama, Mystery",6.3,28.0,Raj N. Sippy,Milind Gunaji,Shalini Kapoor,Ravi Kishan
Koi Mere Dil Mein Hai,,128 min,"Drama, Romance",4.7,88.0,Deepak Ramsay,Dia Mirza,Sadashiv Amrapurkar,Raqesh Bapat
Koi Mere Dil Se Poochhe,,165 min,"Musical, Romance, Thriller",3.5,270.0,Vinay Shukla,Jaya Bachchan,Aftab Shivdasani,Sanjay Kapoor
Koi Sath Hai,,,Horror,3.1,18.0,Mahaveer Shringi,Anwar Ali,Pratik Asnani,Sikandar Chauhan
Koi... Mil Gaya,,171 min,"Action, Drama, Romance",7.1,,Rakesh Roshan,Hrithik Roshan,Rekha,Preity Zinta
Kolkata Junction,,,Thriller,6.8,12.0,Anjan Dutt,Sonali Kulkarni,Kay Kay Menon,Sandhya Mridul
Kondaveeti Raja,,140 min,"Action, Drama",6.3,304.0,K. Raghavendra Rao,Chiranjeevi,Mohan Babu,Satyanarayana Kaikala
Kondura (The Sage from the Sea),,137 min,Drama,7.4,51.0,Shyam Benegal,Anant Nag,Nirmala,Siddesh
Kora Kagaz,,125 min,"Drama, Musical, Family",7.4,241.0,Anil Ganguly,Vijay Anand,Jaya Bachchan,Achala Sachdev
Kosa,,85 min,Drama,7.3,15.0,Mohit Priyadarshi,Kunal Bhange,Sunil Chipde,Robin Das
Koshish,,125 min,Drama,8.6,,Gulzar,Sanjeev Kumar,Jaya Bachchan,Asrani
Kota Junction,,,Drama,7.5,43.0,Sachin P. Karande,Munish Khan,Setareh Noori,Sarosh Khan
Kottai Mariamman,,140 min,Drama,3.8,20.0,Ramanarayanan,Devayani,Diamber,Karan
Kottayam,,100 min,"Crime, Drama, Romance",6.9,13.0,Binu Bhaskar,Sreenath Janardhanan,Chinnu Kuruvila,Ravi Mathew
Kotwal Saab,,,"Action, Crime, Drama",6.0,22.0,Hrishikesh Mukherjee,Shatrughan Sinha,Aparna Sen,Sudhir
Koyelaanchal,,145 min,"Action, Drama",5.4,258.0,Ashu Trikha,Kannan Arunachalam,Biswanath Basu,Vinod Khanna
Koyla,,166 min,"Action, Drama, Musical",6.2,,Rakesh Roshan,Shah Rukh Khan,Madhuri Dixit,Amrish Puri
Kranti,,187 min,"Action, Adventure, Drama",7.2,865.0,Manoj Kumar,Dilip Kumar,Manoj Kumar,Shashi Kapoor
Kranti,,142 min,"Action, Drama",3.8,394.0,Naresh Malhotra,Vinod Khanna,Bobby Deol,Ameesha Patel
Kranti Kshetra,,,"Action, Comedy, Drama",5.0,37.0,Rajeev Kumar,Mithun Chakraborty,Pooja Bhatt,Harish
Krantikari,,140 min,"Action, Crime, Drama",6.3,47.0,Raghuram,Mithun Chakraborty,Rituparna Sengupta,Rajinikanth
Krantiveer,,159 min,"Action, Crime, Drama",7.4,,Mehul Kumar,Nana Patekar,Dimple Kapadia,Atul Agnihotri
Krantiveer: The Revolution,,159 min,"Action, Crime, Drama",4.6,19.0,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput
Krazzy 4,,110 min,"Comedy, Crime, Drama",4.2,,Jaideep Sen,Juhi Chawla,Irrfan Khan,Arshad Warsi
Krina,,130 min,Thriller,5.8,6.0,Shyamal K. Mishra,Parth Singh Chauhan,Tunisha Sharma,Inder Kumar
Krish Trish and Baltiboy: Face Your Fears,,65 min,Animation,7.8,28.0,Tilak Shetty,Deepak Chachra,Smita Malhotra,Tarun Ratnani
Krishan Avtaar,,180 min,Action,5.7,31.0,Ashok Gaekwad,Mithun Chakraborty,Somy Ali,Hashmat Khan
Krishna,,156 min,"Action, Drama, Romance",4.7,318.0,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor
Krishna Arjun,,130 min,Drama,6.6,23.0,Shailendra Shukla,Jeetendra,Vivek Mushran,Upasna Singh
Krishna Aur Kans,,117 min,"Animation, Action, Adventure",6.5,188.0,Vikram Veturi,Manoj Bajpayee,Harish Bhimani,Neetu Chaudhary
Krishna Cottage,,124 min,"Horror, Mystery",5.2,,Santram Varma,Sohail Khan,Isha Koppikar,Anita Hassanandani Reddy
Krishna Leela,,,nan,6.4,9.0,Debaki Bose,Kanan Devi,Devi Mukherjee,Ranjit Roy
Kriya,,96 min,"Drama, Fantasy, Horror",6.5,29.0,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya
Kroadh,,144 min,"Action, Crime, Drama",5.1,187.0,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh
Krodh,,141 min,"Action, Comedy, Drama",4.4,213.0,Ashok Honda,Sunil Shetty,Johnny Lever,Rambha
Krodhi,,159 min,"Action, Crime, Thriller",6.5,165.0,Subhash Ghai,Dharmendra,Shashi Kapoor,Zeenat Aman
Krorepati,,,"Comedy, Crime, Drama",5.9,10.0,Mohan Segal,Kishore Kumar,Shashikala,Kumkum
Krrish,,154 min,"Action, Adventure, Sci-Fi",6.4,,Rakesh Roshan,Hrithik Roshan,Priyanka Chopra Jonas,Rekha
Krrish 3,,152 min,"Action, Adventure, Sci-Fi",5.2,,Rakesh Roshan,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra Jonas
Kshatriya,,187 min,"Action, Drama, War",5.9,575.0,J.P. Dutta,Sunil Dutt,Dharmendra,Vinod Khanna
Kshay,,92 min,Drama,6.7,302.0,Karan Gour,Rasika Dugal,Alekh Sangal,Sudhir Pednekar
Kucch Luv Jaisaa,,105 min,Drama,4.3,126.0,Shukla Barnali Ray,Shefali Shah,Om Puri,Rahul Bose
Kucch To Hai,,143 min,"Horror, Mystery",4.2,851.0,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol
Kuch Alag Sa,,,Drama,6.6,8.0,Sanghamitra Chaudhuri,Samiksha Bhatt,,
Kuch Der Aur,,65 min,Drama,8.5,41.0,Anurag Kawatra,Meenu Kawatra,Saajan Kataria,Rajesh Navgain
Kuch Khatta Kuch Meetha,,140 min,Comedy,3.8,15.0,Basu Chatterjee,Sarvar Ahuja,Satish Kaushik,Anupam Kher
Kuch Khatti Kuch Meethi,,120 min,"Comedy, Drama, Romance",4.6,628.0,Rahul Rawail,Kajol,Rati Agnihotri,Rishi Kapoor
Kuch Kuch Hota Hai,,177 min,"Comedy, Drama, Musical",7.6,,Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji
Kuch Kuch Locha Hai,,143 min,"Comedy, Drama",2.5,794.0,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma
Kuch Naa Kaho,,169 min,"Comedy, Drama, Romance",5.4,,Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah
Kuch Pal Pyar Ke,,104 min,Drama,4.3,18.0,Viral H. Patel,Aamir,Tejas Gadhvi,Aamir Ghani
